STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       1766;20220612;    1;  11.3;   3.6;    1;   0.6;   6;   13.133;   0;   4.5;  11.5; 1015.11;   17.9;   58.58;   24.5;   10.3;    5.9;eor
       1766;20220613;    1;  14.4;   3.5;    1;   0.3;   6;    8.283;   0;   3.8;  10.8; 1015.28;   14.7;   66.88;   20.8;    8.7;    4.1;eor
       1766;20220614;    1;   6.9;   1.7;    1;   0.0;   0;   12.833;   0;   3.8;  10.2; 1016.27;   14.7;   64.42;   21.1;    6.3;    2.2;eor
       1766;20220615;    1;   8.7;   2.9;    1;   0.0;   0;   15.083;   0;   3.4;  10.9; 1012.63;   18.7;   53.75;   26.7;    8.6;    3.6;eor
       1766;20220616;    1;   9.9;   3.3;    1;   0.0;   0;   10.950;   0;   4.0;  10.9; 1015.83;   17.6;   56.29;   24.7;   10.1;    6.7;eor
       1766;20220617;    1;   7.7;   2.2;    1;   0.0;   0;    9.183;   0;   5.9;  12.1; 1016.36;   20.4;   54.83;   29.3;    9.4;    5.5;eor
       1766;20220618;    1;   9.8;   3.5;    1;   0.0;   0;   12.750;   0;   3.4;  16.6; 1009.19;   24.2;   57.00;   32.4;   14.7;   11.4;eor
       1766;20220619;    1;  11.7;   4.5;    1;   0.2;   6;    6.817;   0;   5.8;  13.0; 1004.84;   16.9;   68.04;   21.5;   12.5;   11.6;eor
       1766;20220620;    1;  10.3;   3.6;    1;   0.0;   0;    6.617;   0;   5.0;  10.9; 1008.79;   15.5;   64.04;   21.3;    9.6;    4.6;eor
       1766;20220621;    1;   6.2;   1.6;    1;   0.0;   0;   11.767;   0;   5.0;  10.2; 1008.97;   16.4;   58.71;   23.8;    6.0;    1.3;eor
       1766;20220622;    1;   8.9;   2.4;    1;   0.0;   0;   15.483;   0;   1.9;  10.6; 1006.85;   20.4;   48.33;   27.6;   10.6;    6.1;eor
       1766;20220623;    1;   8.7;   2.3;    1;   0.4;   6;   15.400;   0;   0.7;  12.5; 1005.03;   24.6;   45.08;   32.8;   11.9;    6.9;eor
       1766;20220624;    1;   8.9;   3.0;    1;   2.4;   6;    3.550;   0;   5.9;  17.6; 1000.80;   21.8;   68.13;   25.3;   17.4;   14.2;eor
       1766;20220625;    1;  10.1;   2.6;    1;   0.0;   0;   12.717;   0;   5.0;  15.6; 1005.29;   21.8;   63.13;   27.9;   15.1;   12.3;eor
       1766;20220626;    1;   9.8;   2.7;    1;   0.6;   6;    4.317;   0;   6.8;  15.1; 1008.68;   20.1;   65.00;   23.7;   16.8;   15.1;eor
       1766;20220627;    1;   8.2;   2.5;    1;   2.1;   6;    0.217;   0;   7.0;  16.2; 1010.33;   17.1;   83.04;   20.4;   13.2;   11.7;eor
       1766;20220628;    1;   9.6;   2.0;    1;   0.0;   0;   11.900;   0;   2.8;  12.7; 1014.33;   18.2;   64.88;   25.3;    9.8;    7.1;eor
       1766;20220629;    1;   6.7;   1.8;    1;   0.0;   0;    2.617;   0;   5.3;  14.3; 1008.38;   20.7;   60.67;   27.6;   11.3;    7.3;eor
       1766;20220630;    1;  19.0;   2.9;    1;   6.7;   6;   11.117;   0;   3.8;  16.7; 1004.80;   23.4;   61.58;   31.5;   14.8;   13.4;eor
       1766;20220701;    1;  10.1;   4.4;    1;   0.0;   0;    5.933;   0;   6.0;  12.5; 1011.58;   17.3;   65.38;   22.9;   11.6;    8.4;eor
       1766;20220702;    1;   9.3;   2.2;    1;   0.0;   0;   12.533;   0;   2.7;  11.8; 1014.52;   19.3;   57.08;   26.7;    9.4;    6.7;eor
       1766;20220703;    1;  14.7;   3.2;    1;   0.0;   0;   11.517;   0;   2.9;  13.3; 1011.33;   20.5;   57.71;   27.2;   13.1;   10.6;eor
       1766;20220704;    1;   9.9;   3.2;    1;   0.0;   0;   11.567;   0;   2.5;  12.3; 1013.58;   18.0;   62.38;   24.6;   10.6;    7.0;eor
       1766;20220705;    1;  11.0;   2.8;    1;   0.0;   0;    6.300;   0;   4.8;  11.2; 1015.91;   17.4;   59.00;   23.9;   10.6;    7.8;eor
       1766;20220706;    1;   9.8;   3.2;    1;   1.6;   6;    2.400;   0;   6.5;  11.3; 1017.49;   16.1;   63.58;   21.7;    9.6;    5.8;eor
       1766;20220707;    1;  13.9;   5.2;    1;   2.4;   6;    1.800;   0;   7.3;  14.0; 1015.55;   16.4;   74.75;   19.3;   14.3;   13.9;eor
       1766;20220708;    1;   9.6;   3.5;    1;   0.0;   6;    3.250;   0;   6.7;  13.7; 1023.21;   17.7;   67.67;   23.4;   13.4;   12.7;eor
       1766;20220709;    1;  12.5;   4.2;    1;   0.0;   6;    6.583;   0;   7.0;  14.2; 1019.83;   18.2;   69.04;   24.3;   13.7;   12.7;eor
       1766;20220710;    1;   9.1;   3.1;    1;   1.5;   6;    0.650;   0;   7.3;  13.9; 1018.38;   15.3;   79.46;   17.4;   12.9;   11.9;eor
       1766;20220711;    1;   6.9;   2.2;    1;   0.0;   6;    1.017;   0;   6.4;  15.8; 1017.48;   17.1;   81.54;   21.4;   12.1;    8.1;eor
       1766;20220712;    1;   7.4;   1.4;    1;   0.0;   6;   11.067;   0;   5.6;  14.7; 1017.93;   20.4;   65.71;   29.1;    9.8;    6.7;eor
       1766;20220713;    1;  12.7;   4.4;    1;   0.0;   0;    6.950;   0;   6.0;  15.8; 1013.25;   23.9;   55.54;   31.1;   14.5;   10.9;eor
       1766;20220714;    1;  12.2;   3.0;    1;   0.0;   0;    9.617;   0;   4.6;  12.0; 1013.98;   17.5;   63.00;   23.7;   10.6;    6.4;eor
       1766;20220715;    1;   9.1;   2.7;    1;   0.0;   6;    5.083;   0;   4.9;  10.9; 1015.55;   16.6;   60.33;   22.0;    9.0;    4.3;eor
       1766;20220716;    1;  11.7;   4.0;    1;   0.0;   0;   11.233;   0;   3.8;  10.9; 1017.08;   17.8;   55.25;   22.7;   10.1;    5.3;eor
       1766;20220717;    1;   6.2;   1.5;    1;   0.0;   0;   14.583;   0;   4.0;  10.0; 1020.62;   18.0;   54.00;   26.7;    7.0;    3.3;eor
       1766;20220718;    1;   8.4;   1.8;    1;   0.0;   0;   13.667;   0;   4.8;  11.0; 1016.03;   23.1;   45.29;   34.0;   10.4;    7.1;eor
       1766;20220719;    1;   7.7;   1.9;    1;   0.0;   0;   14.633;   0;   0.8;  11.4; 1011.03;   28.1;   36.25;   38.0;   14.2;   10.8;eor
       1766;20220720;    1;  11.7;   3.5;    1;  21.7;   6;   12.550;   0;   2.8;  15.5; 1009.62;   27.7;   42.67;   34.2;   19.9;   19.6;eor
       1766;20220721;    1;  10.5;   4.0;    1;   0.5;   6;    2.433;   0;   7.5;  19.0; 1011.78;   19.6;   83.88;   24.2;   16.2;   16.1;eor
       1766;20220722;    1;   7.5;   2.4;    1;   2.3;   6;    0.133;   0;   7.3;  14.2; 1013.65;   17.1;   73.71;   20.5;   13.2;   11.4;eor
       1766;20220723;    1;   7.7;   2.0;    1;   0.0;   0;   13.283;   0;   3.3;  14.1; 1013.18;   18.3;   69.42;   24.3;   13.4;   12.6;eor
       1766;20220724;    1;  10.3;   2.8;    1;   0.0;   0;   14.050;   0;   4.1;  15.8; 1011.02;   22.7;   60.08;   30.0;   13.5;   11.5;eor
       1766;20220725;    1;  13.2;   4.6;    1;   0.0;   6;    6.683;   0;   5.5;  16.0; 1003.51;   23.7;   55.54;   30.8;   17.5;   14.9;eor
       1766;20220726;    1;   9.8;   3.8;    1;   5.7;   6;    1.417;   0;   6.7;  14.4; 1009.55;   18.1;   69.13;   20.6;   13.3;   11.3;eor
       1766;20220727;    1;-999;-999;    1;   0.0;   0;    3.017;   0;   5.8;  11.1; 1013.66;   15.7;   64.13;   21.2;   10.1;    7.6;eor
       1766;20220728;    1;-999;   2.6;    1;   0.0;   0;   12.417;   0;   6.2;  10.9; 1012.81;   16.9;   59.79;   23.3;    8.1;    6.0;eor
       1766;20220729;    1;   7.2;   2.2;    1;   0.5;   6;    0.967;   0;   6.8;  13.4; 1010.45;   18.6;   62.71;   23.6;   14.3;   12.1;eor
       1766;20220730;    1;   8.7;   2.5;    1;   0.0;   0;   11.400;   0;   3.8;  13.7; 1011.72;   19.8;   62.67;   26.4;   11.9;    9.6;eor
       1766;20220731;    1;  11.8;   3.2;    1;   5.3;   6;    0.483;   0;   7.1;  17.0; 1009.65;   19.8;   73.92;   24.8;   14.8;   12.9;eor
       1766;20220801;    1;   7.0;   2.5;    1;   0.9;   6;    2.300;   0;   6.2;  16.8; 1011.23;   18.9;   77.54;   22.8;   12.0;    9.9;eor
       1766;20220802;    1;  10.3;   2.6;    1;   0.0;   0;   13.533;   0;   5.0;  14.8; 1010.90;   20.2;   66.21;   28.7;    9.4;    7.5;eor
       1766;20220803;    1;   8.9;   2.6;    1;   0.0;   0;   13.750;   0;   3.9;  17.4; 1008.65;   24.3;   61.04;   32.5;   15.5;   13.9;eor
       1766;20220804;    1;  13.7;   2.8;    1;   2.1;   6;    7.200;   0;   5.6;  18.8; 1006.86;   25.0;   61.25;   34.2;   19.1;   16.9;eor
       1766;20220805;    1;  11.5;   3.1;    1;   3.0;   6;    5.050;   0;   4.8;  14.4; 1012.01;   17.7;   72.21;   22.9;   11.4;    8.6;eor
